Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
AAWW,2020-06-16,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.07B,-,41.17,0.76%,330567,6.56,-,0.39,0.58,4.74,5.15,-218.60%,-20.77%,-36.10%,10.00%,8.80%,25.97M,25.52M,2.10%,-7.18%,99.50%,-0.77%,11.93%,3.97,767.08K,-0.34%,16.07%,73.79%,48.90%,2.23%,49.33%,5.82%,6.07%,1.70,0.43,-,-4.20%,-12.10%,-5.00%,0.70,0.70,1.17,1.33,53.30%,-12.00%,-8.90%,May 07/b,1.67,2.53,0.91%,19.91%,49.98%,-13.69%,175.02%,58.51,-0.72%,1.49%
AAXN,2020-06-16,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,5.36B,-,93.66,-6.67%,2341390,67.48,-,9.53,9.97,15.53,66.83,-97.10%,16.93%,-47.40%,30.00%,26.40%,59.61M,58.74M,2.00%,-19.54%,88.10%,-4.70%,8.82%,5.15,1.01M,-6.59%,26.72%,63.88%,29.24%,37.39%,27.81%,7.97%,6.65%,2.10,2.33,-,-0.20%,-0.30%,-1.40%,3.20,2.90,0.00,0.00,58.20%,-1.70%,-0.30%,May 07/a,0.70,6.91,8.45%,19.21%,32.80%,-10.71%,88.07%,55.19,-6.61%,-0.06%
AB,2020-06-16,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.51B,10.13,26.65,3.13%,304930,10.19,7.05,8.86,1.73,-,5025.66,-0.70%,7.52%,6.40%,1.44%,5.80%,98.31M,91.45M,0.20%,-70.60%,21.80%,-2.79%,2.14%,3.22,608.18K,0.30%,25.29%,41.68%,-12.39%,-8.04%,-11.93%,5.01%,4.58%,2.30,0.5,9.61%,17.00%,17.00%,15.40%,-,-,0.00,0.00,-,100.00%,89.70%,Apr 28/b,1.51,1.27,5.65%,17.35%,-3.25%,-26.10%,101.28%,63.15,-1.30%,4.49%
ABB,2020-06-16,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,46.22B,46.78,21.24,0.71%,2289578,20.66,3.20,1.69,3.92,6.89,35.94,-27.90%,52.98%,-15.30%,14.60%,-6.80%,2.13B,1.91B,-,-,4.20%,-6.13%,0.08%,0.6,2.52M,-2.25%,20.27%,30.87%,-9.66%,13.40%,-11.83%,3.27%,1.98%,2.50,0.91,3.91%,2.80%,10.00%,5.20%,1.20,1.00,0.59,1.10,31.60%,6.30%,4.70%,Apr 28/b,1.11,0.57,5.07%,13.19%,2.84%,-16.05%,44.39%,63.04,-1.44%,2.18%
ABBV,2020-06-16,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,168.92B,17.00,96.06,3.20%,9321890,8.20,1.65,4.96,-,-,24.09,42.30%,13.90%,36.80%,10.28%,10.80%,1.48B,1.47B,0.10%,-2.00%,63.30%,1.61%,1.30%,1.53,12.53M,-0.11%,5.90%,31.55%,9.36%,22.14%,8.49%,3.69%,2.84%,2.00,0.74,4.91%,11.30%,-103.70%,21.20%,3.10,3.00,-,-,77.10%,39.90%,24.60%,May 01/b,0.82,2.93,4.00%,10.77%,15.57%,-3.31%,53.57%,62.61,1.27%,1.91%
ABC,2020-06-16,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,19.87B,13.05,99.11,3.01%,1156922,12.12,1.59,0.11,5.67,5.38,12.39,-18.60%,9.60%,26.40%,8.23%,8.50%,205.37M,146.20M,0.20%,-39.20%,67.40%,-2.90%,2.61%,2.38,1.61M,-0.79%,15.58%,10.74%,16.81%,16.14%,16.57%,3.48%,3.13%,2.40,0.72,1.70%,4.00%,51.00%,13.00%,1.00,0.60,1.01,1.15,2.80%,0.60%,0.90%,May 07/b,0.61,3.34,3.98%,9.41%,13.29%,-3.77%,37.54%,59.08,0.63%,2.37%
ABCB,2020-06-16,Ameris Bancorp,Financial,Banks - Regional,USA,1.72B,11.18,25.53,5.76%,527334,9.82,1.40,2.48,0.73,2.34,-,-1.60%,13.04%,13.50%,8.00%,31.10%,69.25M,65.50M,4.30%,-0.61%,86.70%,-1.00%,2.86%,3.77,496.28K,-9.92%,31.87%,4.93%,-42.27%,-32.46%,-39.99%,7.51%,6.57%,1.70,1.06,2.35%,0.90%,6.40%,15.20%,-,-,0.16,0.16,-,72.10%,20.30%,Apr 23/a,1.49,1.95,3.88%,8.97%,-26.98%,-43.14%,49.12%,53.52,-1.12%,6.96%
ABEO,2020-06-16,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,231.65M,-,3.13,0.00%,609011,-,-,-,2.19,2.00,-,-27.10%,22.30%,37.00%,-,-,92.64M,67.30M,1.60%,19.54%,54.30%,-18.09%,3.22%,1.78,1.22M,7.93%,2.62%,53.43%,-14.25%,-41.71%,-4.28%,8.43%,7.52%,2.10,0.5,-,-60.50%,-82.40%,-,3.20,3.20,0.00,0.00,-,-,-,Mar 23/a,1.58,0.26,2.59%,14.06%,14.00%,-44.11%,131.85%,56.18,-1.57%,1.60%
ABEV,2020-06-16,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,40.28B,14.55,2.56,-1.92%,40493682,18.29,-,-,2.59,-,-,-47.40%,40.00%,39.83%,-8.20%,-,15.73B,4.39B,-,-,8.30%,-,1.84%,2.41,33.56M,-12.33%,26.73%,11.30%,-42.68%,-42.30%,-45.06%,5.47%,4.96%,3.10,1.21,4.69%,-,-,-,-,-,-,-,-,-,-,-,-,0.16,2.42%,11.24%,-28.98%,-51.83%,34.74%,52.52,-5.19%,3.45%
ABG,2020-06-16,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.50B,9.41,79.74,2.17%,124932,9.61,0.51,0.21,2.30,3.85,3.66,15.00%,41.97%,20.80%,18.50%,4.20%,19.10M,19.08M,1.10%,99.71%,-,1.79%,14.07%,8.74,307.28K,-2.18%,27.99%,65.75%,-31.65%,-1.05%,-28.67%,6.02%,5.41%,2.30,0.41,-,5.60%,26.50%,11.30%,1.50,0.60,1.69,3.05,16.30%,4.30%,2.30%,May 05/b,1.61,4.76,5.03%,20.89%,-10.73%,-35.40%,102.59%,59.8,-3.50%,5.87%
ABM,2020-06-16,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.26B,16.03,34.12,5.21%,588976,17.79,1.00,0.35,1.46,32.40,14.12,78.50%,23.58%,10.20%,16.00%,6.90%,66.90M,65.96M,0.90%,-2.55%,98.20%,-3.63%,4.08%,4.76,565.50K,-4.05%,8.08%,20.91%,-8.01%,-14.70%,-9.52%,6.12%,4.52%,2.50,1.04,2.17%,3.80%,9.40%,7.50%,1.50,1.50,0.51,0.55,11.80%,3.40%,2.20%,Jun 17/a,1.25,1.81,2.71%,7.02%,-2.10%,-20.04%,72.41%,53.22,0.95%,4.22%
ABMD,2020-06-16,"Abiomed, Inc.",Healthcare,Medical Devices,USA,10.92B,56.26,249.14,1.14%,418918,51.55,2.34,12.99,10.53,24.64,40.31,-21.00%,42.90%,10.80%,24.00%,29.60%,45.04M,44.07M,1.40%,-3.69%,98.40%,-3.07%,6.19%,4.41,619.03K,1.43%,34.73%,71.52%,37.00%,-2.74%,46.05%,4.22%,4.10%,2.30,0.68,-,17.40%,19.80%,17.90%,4.80,4.10,0.00,0.00,82.00%,29.10%,24.10%,Apr 30/b,0.92,9.43,10.91%,29.28%,37.64%,-12.82%,109.34%,69.3,-1.33%,2.50%
ABR,2020-06-16,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,989.74M,21.78,9.78,1.45%,2472678,10.34,2.72,1.95,1.10,4.45,-,-14.30%,333.94%,-5.50%,8.00%,30.60%,110.79M,103.19M,3.20%,1.25%,39.20%,-16.67%,4.60%,1.49,3.18M,-6.41%,51.39%,68.33%,-30.83%,-20.68%,-31.85%,7.56%,6.77%,2.60,0.78,12.27%,0.60%,3.70%,2.50%,-,-,5.58,5.58,61.70%,8.40%,7.30%,May 08/b,1.78,0.7,10.44%,32.05%,-15.99%,-37.98%,176.27%,60.39,-4.02%,5.71%
ABT,2020-06-16,Abbott Laboratories,Healthcare,Medical Devices,USA,156.53B,45.03,89.74,0.21%,6129433,24.47,4.38,4.88,5.25,42.67,73.38,45.20%,29.52%,12.40%,10.28%,9.50%,1.77B,1.76B,0.70%,-6.07%,76.30%,-0.33%,0.85%,1.46,10.21M,-0.59%,-0.17%,12.89%,3.93%,9.37%,3.32%,3.68%,3.17%,1.90,0.6,1.60%,5.30%,11.50%,8.20%,1.40,1.00,0.56,0.60,58.50%,14.00%,11.20%,Apr 16/b,0.98,2.98,-1.07%,-1.36%,5.06%,-10.26%,45.66%,46.22,-0.97%,1.19%
ABTX,2020-06-16,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,530.86M,12.82,26.49,2.75%,82366,19.27,-,2.28,0.77,2.83,12.88,4.50%,-13.25%,14.40%,-,34.80%,20.41M,18.70M,1.90%,-17.36%,51.20%,-4.06%,4.34%,7.49,108.29K,-9.28%,18.52%,-2.50%,-28.39%,-19.48%,-29.55%,6.87%,5.49%,3.00,0.76,1.51%,0.90%,6.20%,17.90%,-,-,0.42,0.42,-,75.00%,18.80%,Apr 30/b,1.35,1.64,1.32%,7.96%,-16.55%,-31.99%,26.87%,53.21,-1.85%,4.69%
ABUS,2020-06-16,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,129.45M,-,1.98,7.61%,792501,-,-,19.04,-,1.52,-,-137.80%,4.50%,-9.90%,-,-16.70%,67.68M,44.46M,30.16%,0.00%,38.70%,10.43%,1.27%,0.46,1.24M,3.66%,-5.71%,55.91%,-15.02%,8.79%,-28.78%,10.94%,10.32%,2.00,0.64,-,-120.30%,416.80%,203.20%,21.90,21.90,-,-,-,-,-,May 11/b,2.88,0.22,-4.22%,24.80%,2.24%,-45.90%,141.05%,54.99,2.06%,5.43%
AC,2020-06-16,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,837.71M,-,37.65,4.24%,13282,-,-,27.02,1.03,2.34,-,169.10%,-,71.70%,-,8.30%,22.44M,3.26M,0.60%,25.67%,79.10%,-0.13%,5.73%,9.1,20.56K,8.82%,6.51%,4.70%,5.88%,1.73%,-3.95%,5.42%,5.41%,-,0.65,0.53%,-5.90%,-6.60%,-3.10%,-,-,0.00,0.02,-,-28.90%,-,Mar 09/a,1.35,2.38,-0.96%,3.32%,-0.59%,-42.48%,54.75%,52.04,0.99%,3.21%
ACA,2020-06-16,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2.07B,18.03,43.28,5.33%,419968,17.34,5.30,1.14,1.14,10.31,11.70,52.80%,2.46%,-6.30%,3.40%,-2.50%,47.80M,47.58M,1.30%,0.08%,88.70%,-0.68%,1.73%,2.06,399.26K,-0.76%,33.99%,17.04%,-0.12%,22.05%,-2.85%,5.59%,4.36%,1.90,1.05,0.46%,5.00%,6.50%,6.30%,2.80,1.70,0.19,0.20,19.40%,8.90%,6.40%,Apr 28/a,-,2.13,10.11%,14.20%,10.98%,-9.55%,53.80%,60.01,0.25%,5.06%
ACAD,2020-06-16,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.27B,-,47.34,1.83%,776164,-,-,19.86,11.52,11.16,-,17.50%,68.80%,-10.90%,25.00%,390.00%,155.37M,113.56M,0.10%,405.09%,99.30%,2.87%,9.88%,9.0,1.25M,-0.32%,-6.87%,37.70%,6.77%,86.23%,10.66%,4.07%,4.37%,1.70,0.62,-,-34.50%,-39.40%,-35.40%,7.30,7.20,0.00,0.00,94.50%,-67.80%,-65.00%,May 07/a,1.82,2.26,-2.86%,-1.20%,9.94%,-11.84%,119.57%,47.22,-0.36%,2.19%
ACAM,2020-06-16,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,384.65M,124.44,10.08,0.00%,14017,-,-,-,1.28,384.65,-,-,-,-,-,-,38.20M,30.56M,-,-,87.20%,9.83%,0.00%,0.01,200.22K,0.50%,0.15%,-0.20%,2.02%,-,0.90%,0.56%,0.45%,-,0.07,-,1.00%,1.00%,-,2.30,2.30,0.00,0.00,-,-,-,-,-,0.05,0.65%,1.40%,1.42%,-4.00%,6.11%,65.52,-0.20%,0.20%
ACB,2020-06-16,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.48B,60.69,13.11,-1.06%,5265307,-,-,-,3.81,-,-,-,-,-,-,-,112.57M,109.30M,2.90%,0.00%,12.27%,-,19.48%,2.17,9.81M,-11.48%,17.05%,53.98%,-58.46%,-85.63%,-49.42%,7.25%,12.34%,-,0.54,-,-,-,-,-,-,-,-,-,-,-,May 14/a,-,1.59,-10.68%,18.54%,-52.32%,-86.31%,147.36%,50.74,-4.31%,3.40%
ACBI,2020-06-16,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,257.09M,11.93,12.45,6.41%,158902,13.24,1.07,2.43,0.81,1.52,3.22,11.60%,24.01%,16.80%,11.10%,23.70%,21.69M,20.82M,3.10%,-0.54%,86.10%,-2.72%,1.14%,2.37,100.66K,-5.25%,25.13%,-9.65%,-34.13%,-27.19%,-32.15%,6.45%,5.92%,2.30,1.58,-,1.80%,14.10%,18.70%,-,-,0.15,0.15,-,75.20%,44.10%,Apr 23/a,1.10,0.83,7.31%,9.14%,-21.92%,-38.40%,40.04%,56.08,0.48%,5.90%
ACC,2020-06-16,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,5.08B,49.21,37.79,5.00%,2029512,58.50,2.79,5.44,1.58,92.87,41.33,-28.40%,12.74%,1.50%,17.62%,5.10%,137.41M,136.83M,0.80%,0.94%,96.70%,0.47%,3.09%,2.17,1.94M,-4.72%,32.74%,38.27%,-17.87%,-20.29%,-19.65%,4.87%,4.59%,2.20,1.04,4.97%,1.40%,3.20%,3.00%,-,-,1.03,1.03,53.60%,23.70%,11.40%,Apr 20/a,1.02,1.96,8.19%,15.15%,-9.87%,-25.81%,87.73%,58.39,0.03%,4.97%
ACCO,2020-06-16,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,659.65M,5.99,6.94,3.89%,576533,5.96,0.60,0.34,0.93,7.06,3.17,3.00%,83.02%,6.10%,10.00%,3.00%,96.00M,91.75M,2.90%,-2.46%,94.40%,-1.67%,4.91%,5.91,761.67K,-4.93%,23.93%,44.28%,-27.48%,-9.40%,-25.85%,6.94%,5.59%,-,0.76,3.75%,4.20%,15.20%,8.80%,1.60,1.00,1.19,1.29,31.90%,10.10%,5.90%,May 04/a,2.14,0.44,6.24%,12.17%,-14.72%,-39.02%,97.72%,57.25,-1.56%,5.54%
ACEL,2020-06-16,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,772.31M,-,10.06,-4.01%,655128,20.83,-,1.82,9.31,5.66,16.94,-177.70%,536.40%,-,7.13%,-,79.01M,34.00M,6.60%,0.00%,57.60%,7.00%,3.69%,4.37,287.09K,5.23%,21.35%,30.31%,-15.60%,-2.47%,-19.52%,13.28%,8.09%,2.20,2.28,-,-1.30%,-1.70%,1.60%,2.80,2.80,3.91,4.09,35.90%,2.90%,-1.40%,May 11/b,-,0.89,3.23%,10.96%,-2.94%,-24.64%,92.72%,54.04,-2.33%,-1.72%
ACGL,2020-06-16,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,12.54B,9.98,31.22,0.94%,2891570,12.37,-,1.88,1.19,14.21,5.25,124.20%,219.37%,14.10%,-1.39%,11.20%,403.89M,393.77M,1.40%,-4.44%,88.60%,-1.71%,0.92%,1.26,2.86M,-9.19%,35.86%,3.31%,-25.22%,-12.11%,-27.21%,6.57%,5.00%,2.40,1.01,-,3.50%,12.40%,13.10%,-,-,0.22,0.22,-,18.70%,19.30%,May 04/a,0.76,1.75,3.75%,14.28%,-16.61%,-35.39%,49.16%,55.13,-4.06%,5.21%
ACH,2020-06-16,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.03B,37.48,4.91,2.29%,114241,-,-,0.22,0.43,3.78,11.89,8.10%,-,15.20%,-,6.00%,680.91M,429.49M,-,-,1.30%,-0.23%,0.01%,0.62,91.31K,-6.83%,2.72%,-11.21%,-40.91%,-44.01%,-43.50%,2.65%,2.57%,-,1.25,-,0.30%,1.20%,3.70%,0.70,0.40,1.08,1.86,6.40%,3.40%,0.30%,-,1.00,0.18,-0.87%,-2.45%,-28.89%,-46.63%,6.74%,47.68,-1.01%,3.33%
ACHC,2020-06-16,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.46B,21.81,28.02,2.60%,855088,11.62,2.62,0.79,1.00,30.37,7.57,161.50%,27.22%,-3.80%,8.33%,25.30%,87.77M,87.12M,0.80%,-14.83%,-,-3.73%,11.00%,8.61,1.11M,-4.43%,13.35%,97.32%,-12.66%,-17.59%,-15.65%,8.09%,5.61%,2.30,0.77,-,1.70%,4.60%,5.20%,0.90,0.90,1.21,1.29,-,10.20%,3.60%,May 04/a,1.40,1.79,-0.38%,11.71%,-2.27%,-20.85%,152.66%,52.74,-2.47%,5.20%
ACIA,2020-06-16,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.83B,70.59,68.12,0.18%,572730,26.63,-,5.84,4.70,7.70,52.83,559.20%,13.74%,73.90%,-12.00%,26.00%,41.58M,38.77M,6.10%,-3.23%,83.20%,0.46%,14.55%,7.59,742.74K,0.77%,1.28%,6.04%,1.57%,52.09%,0.46%,0.85%,1.24%,2.80,0.77,-,5.90%,7.30%,3.90%,4.80,4.50,0.00,0.00,47.40%,4.40%,8.60%,-,0.94,0.73,0.98%,0.58%,1.91%,-1.46%,53.49%,54.29,-0.28%,0.46%
ACIU,2020-06-16,AC Immune SA,Healthcare,Biotechnology,Switzerland,480.20M,-,6.86,0.29%,87115,-,-,9.36,1.75,1.63,-,177.60%,19.80%,26.30%,-,29.70%,71.86M,37.44M,47.90%,0.00%,28.30%,5.83%,1.78%,5.64,118.34K,0.73%,-7.92%,44.73%,-19.67%,18.28%,-19.48%,4.03%,4.53%,1.70,0.74,-,-8.60%,-9.40%,16.20%,21.30,21.30,0.01,0.01,-,-47.40%,-53.40%,Apr 09/b,0.55,0.35,-4.06%,-6.54%,-2.45%,-32.35%,68.55%,42.52,-0.44%,0.73%
ACIW,2020-06-16,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,3.13B,48.45,27.76,2.13%,485560,21.65,4.04,2.33,3.02,26.30,23.86,19.00%,69.58%,-0.50%,12.00%,4.40%,116.01M,113.40M,1.20%,2.30%,-,-0.14%,4.88%,6.12,904.72K,-1.87%,14.05%,9.16%,-23.84%,-13.33%,-26.73%,5.03%,4.12%,1.80,0.54,-,2.10%,6.40%,4.70%,1.40,1.40,1.24,1.27,50.30%,9.70%,5.10%,May 07/b,1.35,1.35,2.31%,6.37%,-10.40%,-29.49%,38.59%,54.06,-1.53%,3.72%
ACLS,2020-06-16,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,890.01M,42.26,27.64,4.66%,456930,18.05,2.11,2.40,2.13,5.09,30.27,-63.80%,47.07%,26.50%,20.00%,11.10%,32.87M,32.22M,3.40%,-30.20%,89.10%,2.59%,3.32%,2.72,392.95K,-0.86%,17.52%,47.18%,17.32%,94.65%,14.71%,5.60%,5.04%,2.20,1.16,-,4.10%,5.30%,4.30%,5.20,3.40,0.11,0.11,41.10%,8.30%,6.00%,May 05/a,1.43,1.5,5.61%,15.39%,25.58%,-5.47%,112.78%,58.64,1.17%,3.45%
ACM,2020-06-16,AECOM,Industrials,Engineering & Construction,USA,6.30B,-,40.81,3.95%,2514751,15.83,-,0.38,1.83,-,23.53,-405.90%,23.11%,-22.10%,17.30%,19.30%,158.55M,152.39M,0.90%,-1.55%,89.20%,0.14%,4.38%,2.93,2.28M,-7.48%,27.45%,46.12%,-4.83%,16.04%,-5.38%,5.27%,4.16%,1.60,1.1,-,-3.00%,-11.50%,0.30%,1.20,1.20,0.59,0.60,4.70%,-0.20%,-2.60%,May 05/b,1.74,2.13,2.66%,14.31%,2.46%,-22.12%,87.55%,55.60,-2.35%,6.44%
