Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
AAWW,2020-07-10,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.22B,-,47.26,2.29%,320806,7.51,-,0.45,0.67,5.41,5.89,-218.60%,-20.60%,-36.10%,10.00%,8.80%,25.97M,25.54M,2.10%,-7.21%,99.70%,-0.50%,11.32%,4.67,619.11K,6.35%,15.41%,86.50%,75.82%,15.18%,71.42%,2.57%,3.97%,1.70,0.52,-,-4.20%,-12.10%,-5.00%,0.70,0.70,1.17,1.33,53.30%,-12.00%,-8.90%,May 07/b,1.70,1.88,12.74%,18.27%,64.25%,-0.92%,215.70%,71.09,1.79%,0.50%
AAXN,2020-07-10,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,5.99B,-,95.91,-0.53%,467626,69.80,-,10.65,10.21,17.34,74.64,-97.10%,16.34%,-47.40%,30.00%,26.40%,59.61M,58.85M,1.90%,-17.54%,83.80%,-4.34%,7.70%,3.71,1.22M,-4.41%,-7.11%,28.39%,36.64%,52.43%,30.88%,3.60%,5.25%,2.10,0.38,-,-0.20%,-0.30%,-1.40%,3.20,2.90,0.00,0.00,58.20%,-1.70%,-0.30%,May 07/a,0.79,4.88,0.37%,10.88%,30.76%,-8.57%,92.59%,52.11,-0.24%,-0.29%
AB,2020-07-10,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.63B,10.22,26.91,0.34%,142392,9.96,7.11,9.26,1.75,-,5253.37,-0.70%,8.60%,6.40%,1.44%,5.80%,98.31M,91.76M,0.20%,-69.88%,21.80%,-2.81%,1.99%,4.46,408.73K,0.90%,2.51%,22.54%,-15.14%,-12.37%,-11.07%,2.84%,3.84%,2.30,0.35,9.51%,17.00%,17.00%,15.40%,-,-,0.00,0.00,-,100.00%,89.70%,Apr 28/b,1.53,1.01,2.16%,8.17%,-1.50%,-25.37%,103.25%,57.68,0.41%,-0.07%
ABB,2020-07-10,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,52.35B,53.94,24.49,1.03%,1867929,24.37,3.69,1.91,4.52,7.80,40.71,-27.90%,52.97%,-15.30%,14.60%,-6.80%,2.13B,1.91B,-,-,4.20%,-6.20%,0.17%,1.39,2.28M,4.52%,13.17%,35.30%,1.32%,30.89%,1.66%,1.38%,1.93%,2.50,0.82,3.39%,2.80%,10.00%,5.20%,1.20,1.00,0.59,1.10,31.60%,6.30%,4.70%,Jul 22/b,1.14,0.52,9.96%,19.69%,17.24%,-3.20%,66.49%,74.44,0.66%,0.37%
ABBV,2020-07-10,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,171.10B,17.14,96.83,-1.13%,6180555,8.24,1.67,5.02,-,-,24.40,42.30%,14.53%,36.80%,10.28%,10.80%,1.48B,1.47B,0.10%,-4.80%,62.90%,1.31%,1.34%,1.94,10.17M,-2.07%,-0.07%,21.42%,7.34%,35.92%,9.36%,2.24%,2.56%,1.90,0.61,4.87%,11.30%,-103.70%,21.20%,3.10,3.00,-,-,77.10%,39.90%,24.60%,May 01/b,0.82,2.39,0.16%,4.78%,13.22%,-3.83%,54.80%,52.61,-1.25%,0.12%
ABC,2020-07-10,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,19.61B,12.78,97.05,0.68%,816805,11.87,1.55,0.11,5.55,5.31,12.23,-18.60%,9.60%,26.40%,8.23%,8.50%,205.37M,146.20M,0.20%,-39.77%,67.40%,-2.86%,2.50%,2.76,1.33M,-3.04%,0.10%,10.52%,11.99%,7.20%,14.15%,2.39%,2.55%,2.40,0.62,1.73%,4.00%,51.00%,13.00%,1.00,0.60,1.01,1.15,2.80%,0.60%,0.90%,Aug 05/b,0.62,2.67,-1.97%,2.44%,9.33%,-6.11%,34.68%,48.35,1.11%,-0.43%
ABCB,2020-07-10,Ameris Bancorp,Financial,Banks - Regional,USA,1.51B,9.44,21.55,5.79%,403806,8.03,1.18,2.18,0.61,2.06,-,-1.60%,17.36%,13.50%,8.00%,31.10%,69.25M,65.67M,4.50%,0.63%,86.70%,-0.92%,2.50%,3.52,467.33K,-2.66%,-18.06%,-18.98%,-49.56%,-44.17%,-49.34%,5.47%,6.64%,1.70,0.86,2.78%,0.90%,6.40%,15.20%,-,-,0.16,0.16,-,72.10%,20.30%,Apr 23/a,1.48,1.62,-7.01%,-8.12%,-36.16%,-52.00%,25.88%,45.47,5.33%,0.44%
ABEO,2020-07-10,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,251.88M,-,3.01,-10.15%,1835227,-,-,-,2.10,2.17,-,-27.10%,22.30%,37.00%,-,-,92.64M,67.23M,1.70%,-0.45%,56.20%,-15.57%,4.23%,2.7,1.05M,5.61%,8.27%,28.09%,15.33%,-30.65%,-7.95%,10.69%,7.91%,2.10,1.74,-,-60.50%,-82.40%,-,3.20,3.20,0.00,0.00,-,-,-,-,1.50,0.25,-0.53%,1.50%,9.09%,-42.00%,122.96%,48.92,-6.81%,-3.58%
ABEV,2020-07-10,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,44.52B,16.08,2.83,1.80%,27797996,20.21,-,-,2.87,-,-,-47.40%,40.00%,39.83%,-8.20%,-,15.73B,4.39B,-,-,8.30%,-,0.93%,1.2,34.01M,6.39%,0.35%,17.92%,-38.21%,-41.37%,-39.27%,3.44%,4.29%,3.10,0.82,4.24%,-,-,-,-,-,-,-,-,-,-,-,-,0.13,6.19%,15.59%,-17.93%,-46.75%,48.95%,60.57,2.91%,-1.08%
ABG,2020-07-10,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.75B,10.86,92.0,4.36%,245985,11.09,0.59,0.24,2.66,4.49,4.27,15.00%,41.97%,20.80%,18.50%,4.20%,19.10M,19.08M,1.10%,97.33%,-,1.81%,11.80%,8.93,252.16K,20.12%,17.78%,52.24%,-8.55%,9.32%,-17.70%,5.71%,5.04%,2.30,0.98,-,5.60%,26.50%,11.30%,1.50,0.60,1.69,3.05,16.30%,4.30%,2.30%,May 05/b,1.63,4.51,17.67%,24.26%,5.02%,-25.47%,133.74%,67.75,3.67%,0.66%
ABM,2020-07-10,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.24B,-,33.03,3.28%,399497,14.84,-,0.35,1.58,4.02,9.53,78.50%,13.06%,10.20%,16.00%,6.90%,66.90M,66.00M,0.90%,-2.02%,98.60%,-3.16%,3.05%,3.72,540.63K,-6.67%,-2.10%,14.17%,-14.70%,-19.06%,-12.41%,4.11%,5.14%,2.30,0.74,2.24%,-0.60%,-1.60%,7.50%,1.80,1.80,0.79,0.86,12.50%,0.80%,-0.40%,Jun 17/a,1.28,1.74,-5.79%,-2.39%,-5.04%,-22.59%,66.90%,44.96,3.06%,0.22%
ABMD,2020-07-10,"Abiomed, Inc.",Healthcare,Medical Devices,USA,11.50B,59.74,264.51,-0.44%,149966,54.73,2.49,13.68,11.18,25.96,42.46,-21.00%,42.90%,10.80%,24.00%,29.60%,45.04M,43.98M,1.40%,-3.72%,98.20%,-3.20%,5.37%,4.47,528.84K,0.25%,5.45%,65.24%,44.07%,-0.59%,55.06%,2.75%,3.41%,2.30,0.28,-,17.40%,19.80%,17.90%,4.80,4.10,0.00,0.00,82.00%,29.10%,24.10%,Apr 30/b,0.92,8.72,5.16%,17.93%,41.87%,-7.44%,122.26%,68.16,-0.35%,-0.09%
ABR,2020-07-10,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,892.22M,17.68,7.94,5.17%,1736818,8.39,2.21,1.76,0.89,4.01,-,-14.30%,333.94%,-5.50%,8.00%,30.60%,110.79M,103.19M,3.20%,1.12%,39.20%,-15.27%,4.66%,1.81,2.66M,-10.38%,-20.28%,1.66%,-45.13%,-35.66%,-44.67%,6.79%,6.06%,2.60,0.65,15.11%,0.60%,3.70%,2.50%,-,-,5.58,5.58,61.70%,8.40%,7.30%,May 08/b,1.81,0.61,-13.92%,-5.75%,-29.98%,-49.65%,124.29%,41.10,5.31%,-0.13%
ABT,2020-07-10,Abbott Laboratories,Healthcare,Medical Devices,USA,163.52B,46.68,93.04,-0.67%,2920034,25.30,4.54,5.09,5.45,44.58,76.66,45.20%,29.64%,12.40%,10.28%,9.50%,1.77B,1.76B,0.70%,-6.02%,76.30%,-0.34%,0.73%,1.69,7.60M,0.88%,0.95%,8.14%,7.64%,8.48%,7.11%,2.07%,2.63%,1.90,0.38,1.55%,5.30%,11.50%,8.20%,1.40,1.00,0.56,0.60,58.50%,14.00%,11.20%,Jul 16/b,0.96,2.36,2.74%,2.05%,8.21%,-6.96%,51.01%,55.01,-0.46%,-0.21%
ABTX,2020-07-10,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,463.65M,10.96,22.65,4.19%,39965,16.18,-,1.99,0.65,2.47,11.25,4.50%,-10.54%,14.40%,-,34.80%,20.41M,18.70M,1.90%,-12.59%,51.20%,-3.89%,4.32%,8.10,99.79K,-4.87%,-16.17%,-16.48%,-39.55%,-32.41%,-39.76%,4.12%,5.07%,3.00,0.4,1.77%,0.90%,6.20%,17.90%,-,-,0.42,0.42,-,75.00%,18.80%,Jul 30/b,1.34,1.33,-7.04%,-8.72%,-26.74%,-41.85%,8.48%,43.30,4.04%,0.14%
ABUS,2020-07-10,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,124.86M,-,1.86,0.00%,363696,-,-,18.36,-,1.47,-,-137.80%,4.50%,-9.90%,-,-16.70%,67.68M,44.46M,30.16%,0.00%,38.70%,10.14%,1.29%,0.48,1.18M,-1.06%,0.54%,80.58%,-36.52%,-20.85%,-33.09%,5.35%,8.19%,2.00,0.31,-,-120.30%,416.80%,203.20%,21.90,21.90,-,-,-,-,-,May 11/b,2.84,0.15,-2.31%,-0.03%,-5.38%,-49.18%,126.44%,48.87,0.54%,-0.54%
AC,2020-07-10,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,843.59M,-,38.38,0.50%,7799,-,-,27.21,1.05,2.35,-,169.10%,-,71.70%,-,8.30%,22.44M,3.26M,0.60%,16.18%,79.20%,-0.13%,5.27%,8.32,20.68K,6.26%,7.75%,6.17%,-3.45%,-2.71%,-2.09%,4.64%,5.25%,-,0.38,0.52%,-5.90%,-6.60%,-3.10%,-,-,0.00,0.02,-,-28.90%,-,-,1.31,1.96,6.65%,4.58%,1.25%,-41.37%,57.75%,59.77,1.48%,-0.97%
ACA,2020-07-10,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,1.87B,16.24,38.99,3.53%,174719,15.62,4.78,1.03,1.03,9.31,10.56,52.80%,2.46%,-6.30%,3.40%,-2.50%,47.80M,47.58M,1.30%,0.08%,89.00%,-0.35%,1.70%,2.28,355.10K,-5.68%,-7.85%,-6.05%,-15.53%,6.27%,-12.48%,4.40%,4.33%,1.90,0.49,0.51%,5.00%,6.50%,6.30%,2.80,1.70,0.19,0.20,19.40%,8.90%,6.40%,Apr 28/a,-,1.88,-4.31%,1.43%,-1.50%,-18.52%,38.56%,47.46,3.12%,0.40%
ACAD,2020-07-10,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,8.42B,-,55.45,-1.11%,754184,-,-,23.00,13.49,12.93,-,17.50%,68.80%,-10.90%,25.00%,390.00%,155.37M,113.56M,0.10%,343.53%,99.60%,3.14%,10.12%,7.24,1.59M,7.44%,17.93%,26.60%,21.67%,103.49%,29.62%,3.82%,4.79%,1.70,0.47,-,-34.50%,-39.40%,-35.40%,7.30,7.20,0.00,0.00,94.50%,-67.80%,-65.00%,May 07/a,1.78,2.4,9.78%,11.88%,24.94%,-5.57%,157.19%,63.83,-1.02%,-0.09%
ACAM,2020-07-10,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,399.71M,129.01,10.45,0.00%,108293,-,-,-,1.33,399.71,-,-,-,-,-,-,38.20M,30.56M,-,-,85.60%,8.19%,0.00%,0.01,171.23K,1.65%,4.19%,4.92%,6.09%,-,4.60%,0.95%,1.07%,-,0.63,-,1.00%,1.00%,-,2.30,2.30,0.00,0.00,-,-,-,-,-,0.11,2.45%,3.75%,4.85%,-0.48%,10.00%,74.44,0.00%,0.00%
ACB,2020-07-10,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.35B,55.65,12.02,2.12%,2084442,-,-,-,3.50,-,-,-,-,-,-,-,112.57M,109.43M,2.90%,0.00%,12.27%,-,17.81%,1.90,10.27M,-2.04%,-15.89%,14.31%,-46.15%,-86.05%,-53.63%,5.13%,6.28%,-,0.2,-,-,-,-,-,-,-,-,-,-,-,May 14/a,-,0.79,-6.29%,-2.46%,-47.31%,-86.61%,126.79%,50.30,4.25%,-2.04%
ACBI,2020-07-10,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,232.47M,10.17,10.62,4.94%,37941,10.76,0.92,2.20,0.69,1.37,2.91,11.60%,25.25%,16.80%,11.10%,23.70%,21.69M,20.80M,3.20%,1.68%,88.60%,0.23%,1.11%,2.42,95.48K,-5.09%,-13.31%,-14.90%,-40.67%,-39.21%,-42.13%,5.64%,5.79%,2.30,0.4,-,1.80%,14.10%,18.70%,-,-,0.15,0.15,-,75.20%,44.10%,Apr 23/a,1.11,0.75,-8.16%,-7.72%,-31.33%,-47.45%,19.46%,44.07,4.32%,0.59%
ACC,2020-07-10,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.51B,33.53,32.49,0.56%,1136292,53.88,1.90,4.75,1.35,25.53,38.54,-28.40%,4.15%,1.50%,17.62%,5.10%,137.48M,136.56M,0.80%,0.91%,96.90%,0.64%,3.41%,2.62,1.78M,-9.90%,-13.98%,-4.58%,-27.91%,-33.35%,-30.92%,4.79%,4.24%,2.20,0.64,5.79%,1.80%,4.00%,3.00%,-,-,1.07,1.07,53.50%,26.60%,14.10%,Jul 20/a,1.05,1.65,-8.13%,-4.57%,-20.62%,-36.22%,61.40%,41.38,0.56%,0.00%
ACCD,2020-07-10,"Accolade, Inc.",Healthcare,Health Information Services,USA,1.63B,-,34.9,2.65%,488098,-,-,12.29,-,-,-,-,-,-,-,-,46.65M,-,-,-,-,-,-,-,2.88M,17.51%,-,-,-,-,17.51%,8.61%,-,-,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5,10.33%,10.33%,10.33%,-5.39%,21.69%,-,3.41%,-0.74%
ACCO,2020-07-10,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,603.61M,5.50,6.38,3.57%,445977,5.48,0.55,0.31,0.85,6.46,2.90,3.00%,83.02%,6.10%,10.00%,3.00%,96.00M,91.75M,2.90%,-2.47%,94.30%,-1.64%,4.42%,6.04,671.01K,-2.30%,-7.54%,4.42%,-26.58%,-15.72%,-31.84%,4.36%,5.47%,-,0.66,4.08%,4.20%,15.20%,8.80%,1.60,1.00,1.19,1.29,31.90%,10.10%,5.90%,May 04/a,2.17,0.38,-3.11%,-1.59%,-19.06%,-43.94%,81.77%,48.09,3.74%,-0.16%
ACEL,2020-07-10,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,744.35M,-,9.39,4.10%,244886,19.98,-,1.41,8.69,4.12,-,-177.70%,687.50%,-,7.13%,-,78.00M,35.60M,6.60%,0.00%,58.70%,8.96%,3.13%,2.41,462.39K,1.08%,-8.12%,6.83%,-21.88%,-9.28%,-24.88%,4.79%,7.26%,2.20,0.53,-,-2.10%,-4.00%,1.60%,4.10,4.10,4.55,4.76,35.80%,2.70%,-1.90%,May 11/b,-,0.62,-2.03%,-0.59%,-8.87%,-29.66%,79.89%,51.33,4.22%,-0.11%
ACGL,2020-07-10,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,11.48B,9.03,28.23,4.40%,1826572,11.16,4.26,1.72,1.08,13.01,4.81,124.20%,221.76%,14.10%,2.12%,11.20%,403.89M,393.77M,1.40%,-4.39%,88.60%,-1.67%,0.77%,1.22,2.49M,0.50%,-14.09%,-8.94%,-35.25%,-26.41%,-34.18%,4.29%,4.76%,2.40,0.73,-,3.50%,12.40%,13.10%,-,-,0.22,0.22,-,18.70%,19.30%,May 04/a,0.74,1.4,-2.97%,0.59%,-22.51%,-41.58%,34.88%,49.16,4.02%,0.37%
ACH,2020-07-10,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,7.54B,47.10,6.17,-2.53%,95993,-,-,0.28,0.54,4.73,14.88,8.10%,-,15.20%,-,6.00%,680.91M,429.49M,-,-,1.30%,-0.23%,0.01%,0.31,99.74K,26.95%,22.42%,15.33%,-27.24%,-25.03%,-29.00%,3.36%,2.08%,-,0.96,-,0.30%,1.20%,3.70%,0.70,0.40,1.08,1.86,6.40%,3.40%,0.30%,-,1.04,0.23,22.38%,22.98%,-7.18%,-31.97%,34.13%,69.80,-1.28%,-1.26%
ACHC,2020-07-10,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.25B,19.78,25.42,5.46%,757482,10.62,2.37,0.72,0.91,27.82,6.93,161.50%,28.50%,-3.80%,8.33%,25.30%,87.77M,87.12M,0.80%,-14.71%,-,-3.53%,10.21%,11.47,776.11K,-0.61%,-9.88%,10.55%,-23.93%,-24.41%,-23.49%,4.55%,5.32%,2.30,0.98,-,1.70%,4.60%,5.20%,0.90,0.90,1.21,1.29,-,10.20%,3.60%,May 04/a,1.37,1.34,-1.25%,-3.64%,-10.22%,-28.00%,129.17%,47.43,4.67%,0.75%
ACI,2020-07-10,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,USA,6.97B,8.72,14.6,-1.02%,6977660,-,-,0.11,-,14.81,16.26,523.60%,-,18.90%,-,18.10%,477.51M,464.00M,3.10%,-,73.63%,-,-,-,8.54M,-7.65%,-,-,-,-,-5.50%,3.01%,-,-,0.82,-,1.90%,20.50%,10.90%,1.00,0.20,3.73,3.83,28.20%,2.10%,0.70%,-,-,0.52,-5.45%,-5.45%,-5.45%,-11.52%,-0.88%,-,-1.02%,0.00%
ACIA,2020-07-10,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.84B,70.29,67.83,0.04%,188550,27.69,-,5.86,4.68,7.73,53.02,559.20%,9.77%,73.90%,-12.00%,26.00%,41.58M,38.77M,6.10%,-3.29%,83.20%,0.28%,14.64%,8.91,636.88K,1.16%,0.61%,0.88%,-1.08%,4.32%,0.03%,0.64%,0.73%,2.80,0.3,-,5.90%,7.30%,3.90%,4.80,4.50,0.00,0.00,47.40%,4.40%,8.60%,-,0.93,0.53,0.02%,0.08%,1.00%,-1.88%,11.89%,50.01,0.04%,0.00%
ACIU,2020-07-10,AC Immune SA,Healthcare,Biotechnology,Switzerland,494.31M,-,7.09,-2.74%,29730,-,-,9.65,1.81,1.68,-,177.60%,20.00%,26.30%,-,29.70%,71.86M,37.44M,47.90%,0.00%,28.30%,5.85%,1.65%,7.23,85.25K,0.42%,3.65%,1.58%,-24.81%,34.03%,-16.78%,4.05%,4.11%,1.70,0.35,-,-8.60%,-9.40%,16.20%,21.30,21.30,0.01,0.01,-,-47.40%,-53.40%,Apr 09/b,0.50,0.31,1.82%,-1.41%,-1.29%,-30.08%,74.20%,48.33,-2.88%,0.14%
ACIW,2020-07-10,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,3.01B,44.89,25.72,2.51%,521784,21.22,3.74,2.24,2.80,25.24,22.90,19.00%,83.08%,-0.50%,12.00%,4.40%,116.01M,113.33M,1.50%,1.77%,-,0.20%,4.64%,7.28,722.40K,-3.96%,-8.18%,-5.99%,-33.93%,-25.12%,-32.11%,3.79%,3.96%,1.80,0.72,-,2.10%,6.40%,4.70%,1.40,1.40,1.24,1.27,50.30%,9.70%,5.10%,May 07/b,1.34,1.03,-3.42%,-3.63%,-15.91%,-34.67%,28.41%,45.23,1.82%,0.68%
