Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
AAXN,2020-06-11,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,5.42B,-,90.01,-12.82%,1488840,64.85,-,9.64,9.59,15.69,67.54,-97.10%,16.93%,-47.40%,30.00%,26.40%,59.61M,58.74M,2.00%,-18.76%,88.20%,-4.43%,8.93%,5.26,996.42K,-3.57%,7.82%,58.69%,23.91%,27.95%,22.83%,6.69%,6.32%,2.10,1.49,-,-0.20%,-0.30%,-1.40%,3.20,2.90,0.00,0.00,58.20%,-1.70%,-0.30%,May 07/a,0.76,6.4,7.63%,17.14%,28.56%,-14.19%,80.74%,54.42,-8.63%,-4.59%
AB,2020-06-11,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.39B,9.31,24.5,-6.67%,670011,9.47,6.48,8.44,1.59,-,4788.28,-0.70%,7.16%,6.40%,1.44%,5.80%,98.31M,91.39M,0.30%,-60.70%,21.80%,-2.69%,1.88%,2.65,649.96K,-6.77%,14.27%,8.60%,-14.78%,-15.14%,-19.04%,4.93%,4.76%,2.30,1.03,10.45%,17.00%,17.00%,15.40%,-,-,0.00,0.00,-,100.00%,89.70%,Apr 28/b,1.52,1.25,-0.55%,9.98%,-11.20%,-32.06%,85.05%,50.55,-2.62%,-4.15%
ABB,2020-06-11,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,43.65B,44.91,20.39,-5.78%,3413597,21.55,3.08,1.60,3.76,6.50,33.94,-27.90%,58.19%,-15.30%,14.60%,-6.80%,2.13B,1.91B,-,-,4.20%,-6.24%,0.11%,0.84,2.55M,-4.94%,12.90%,21.15%,-10.10%,5.87%,-15.36%,2.24%,1.95%,2.70,1.34,4.07%,2.80%,10.00%,5.20%,1.20,1.00,0.59,1.10,31.60%,6.30%,4.70%,Apr 28/b,1.13,0.53,3.24%,10.02%,-1.11%,-19.41%,38.61%,55.28,-4.23%,-1.62%
ABBV,2020-06-11,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,161.19B,16.33,92.26,-4.79%,12022545,7.88,1.59,4.73,-,-,22.99,42.30%,13.89%,36.80%,10.25%,10.80%,1.48B,1.75B,0.10%,-2.01%,63.30%,1.61%,1.42%,1.92,12.91M,-0.84%,1.99%,17.36%,6.59%,17.42%,4.20%,3.05%,2.84%,2.10,0.93,5.12%,11.30%,-103.70%,21.20%,3.10,3.00,-,-,77.10%,39.90%,24.60%,May 01/b,0.82,2.83,0.33%,7.70%,11.54%,-7.13%,47.50%,54.25,-3.53%,-1.30%
ABC,2020-06-11,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,19.11B,12.32,93.51,-3.55%,1300032,11.44,1.50,0.10,5.35,5.18,11.91,-18.60%,9.60%,26.40%,8.23%,8.50%,205.37M,146.20M,0.20%,-40.03%,67.40%,-2.86%,2.84%,2.39,1.74M,-5.97%,5.57%,16.18%,7.78%,9.52%,9.99%,3.68%,3.26%,2.40,0.75,1.80%,4.00%,51.00%,13.00%,1.00,0.60,1.01,1.15,2.80%,0.60%,0.90%,May 07/b,0.62,3.32,-0.29%,3.83%,7.12%,-9.20%,29.77%,48.75,-1.97%,-1.61%
ABCB,2020-06-11,Ameris Bancorp,Financial,Banks - Regional,USA,1.62B,10.21,23.33,-11.31%,527724,8.97,1.28,2.33,0.66,2.20,-,-1.60%,13.04%,13.50%,8.00%,31.10%,69.25M,65.88M,4.30%,-0.89%,86.70%,-0.97%,2.84%,3.62,516.44K,-12.44%,15.70%,-3.18%,-46.19%,-38.21%,-45.17%,5.87%,6.81%,1.70,1.02,2.57%,0.90%,6.40%,15.20%,-,-,0.16,0.16,-,72.10%,20.30%,Apr 23/a,1.50,1.98,-2.17%,-0.25%,-33.60%,-48.05%,36.24%,46.61,-4.91%,-6.73%
ABEO,2020-06-11,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,216.11M,-,2.6,-6.47%,954296,-,-,448.37,1.82,1.86,-,-27.10%,23.30%,37.00%,-,-,92.64M,67.30M,1.60%,17.03%,54.30%,-16.43%,6.08%,3.31,1.23M,-10.34%,-14.19%,50.29%,-20.73%,-51.67%,-20.49%,6.07%,7.62%,2.10,0.77,-,-60.50%,-82.40%,-,3.20,3.20,0.00,0.00,-,-,-,Mar 23/a,1.51,0.23,-15.97%,-3.52%,-4.74%,-53.57%,92.59%,38.77,-3.70%,-2.88%
ABEV,2020-06-11,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,41.54B,15.00,2.64,-6.38%,32899540,18.86,-,-,2.67,-,-,-47.40%,40.00%,39.83%,-8.20%,-,15.73B,4.39B,-,-,8.30%,-,1.99%,2.58,33.81M,0.00%,30.69%,1.15%,-38.47%,-40.36%,-43.35%,4.23%,5.10%,3.10,0.97,4.55%,-,-,-,-,-,-,-,-,-,-,-,-,0.16,9.93%,15.82%,-27.25%,-50.32%,38.95%,55.85,-0.38%,-6.03%
ABG,2020-06-11,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.41B,8.72,73.93,-5.35%,221377,8.91,0.47,0.20,2.14,3.63,3.45,15.00%,43.82%,20.80%,18.50%,4.20%,19.10M,19.08M,1.10%,96.23%,-,1.72%,14.46%,8.89,310.35K,-8.33%,16.06%,25.95%,-32.88%,-6.67%,-33.87%,5.45%,5.54%,2.30,0.71,-,5.60%,26.50%,11.30%,1.50,0.60,1.69,3.05,16.30%,4.30%,2.30%,May 05/b,1.63,4.63,0.46%,14.82%,-17.44%,-40.11%,87.83%,51.38,0.65%,-5.97%
ABM,2020-06-11,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.10B,14.78,31.46,-6.76%,375437,16.40,0.92,0.32,1.35,30.15,13.14,78.50%,23.58%,10.20%,16.00%,6.90%,66.90M,65.96M,0.90%,-2.53%,98.20%,-3.60%,4.08%,4.7,572.70K,-8.55%,-1.90%,30.16%,-17.36%,-21.01%,-16.57%,3.83%,4.60%,2.50,0.66,2.35%,3.80%,9.40%,7.50%,1.50,1.50,0.51,0.55,11.80%,3.40%,2.20%,Jun 17/a,1.27,1.69,-4.74%,0.15%,-9.92%,-26.27%,58.96%,44.91,-2.60%,-4.27%
ABMD,2020-06-11,"Abiomed, Inc.",Healthcare,Medical Devices,USA,10.61B,53.21,235.6,-6.08%,576150,48.75,2.22,12.62,9.96,23.95,39.17,-21.00%,42.90%,10.80%,24.00%,29.60%,45.04M,44.06M,1.40%,-3.59%,98.40%,-2.99%,6.53%,4.45,646.62K,-0.18%,23.16%,72.01%,31.07%,-7.44%,38.11%,4.80%,4.09%,2.30,0.89,-,17.40%,19.80%,17.90%,4.80,4.10,0.00,0.00,82.00%,29.10%,24.10%,Apr 30/b,0.93,9.31,8.97%,26.05%,30.71%,-17.56%,97.97%,63.61,-4.39%,-1.76%
ABR,2020-06-11,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,956.68M,20.16,9.05,-9.14%,2776451,9.27,2.52,1.88,1.02,4.30,-,-14.30%,510.00%,-5.50%,8.00%,30.60%,110.79M,103.19M,3.20%,1.20%,39.20%,-16.08%,5.67%,1.84,3.18M,-3.00%,37.54%,8.12%,-36.67%,-25.70%,-36.93%,8.14%,7.32%,2.60,0.87,13.26%,0.60%,3.70%,2.50%,-,-,5.58,5.58,61.70%,8.40%,7.30%,May 08/b,1.81,0.7,7.91%,27.29%,-22.56%,-42.61%,155.65%,55.27,0.00%,-9.14%
ABT,2020-06-11,Abbott Laboratories,Healthcare,Medical Devices,USA,155.27B,44.04,87.78,-4.75%,8006985,23.93,4.29,4.84,5.14,42.33,72.80,45.20%,29.89%,12.40%,10.28%,9.50%,1.77B,1.76B,0.70%,-5.98%,76.30%,-0.33%,1.03%,1.71,10.59M,-0.53%,-6.42%,17.45%,3.81%,7.11%,1.06%,3.75%,3.16%,1.90,0.76,1.64%,5.30%,11.50%,8.20%,1.40,1.00,0.56,0.60,58.50%,14.00%,11.20%,Apr 16/b,0.95,3.01,-3.63%,-2.84%,2.85%,-12.22%,42.48%,43.95,-4.76%,0.01%
ABTX,2020-06-11,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,467.21M,11.90,24.59,-8.99%,83997,17.88,-,2.00,0.71,2.49,11.34,4.50%,-13.25%,14.40%,-,34.80%,20.41M,18.70M,1.90%,-18.14%,51.40%,-3.92%,5.18%,8.67,111.85K,-9.53%,9.70%,0.57%,-33.07%,-24.66%,-34.60%,6.48%,5.39%,3.00,0.75,1.63%,0.90%,6.20%,17.90%,-,-,0.42,0.42,-,75.00%,18.80%,Apr 30/b,1.35,1.62,-4.44%,0.71%,-22.77%,-36.87%,17.77%,45.52,-3.23%,-5.96%
ABUS,2020-06-11,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,112.55M,-,1.64,-11.35%,1282256,-,-,16.55,-,1.33,-,-137.80%,-8.40%,-9.90%,-,-16.70%,67.68M,44.46M,30.16%,0.00%,38.70%,9.90%,0.97%,0.35,1.21M,-19.61%,-0.61%,-29.00%,-30.21%,7.89%,-41.01%,9.23%,11.57%,1.90,1.06,-,-120.30%,416.80%,203.20%,21.90,21.90,-,-,-,-,-,May 11/b,2.83,0.22,-21.48%,6.23%,-15.06%,-55.19%,99.66%,39.24,-8.89%,-2.70%
AC,2020-06-11,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,811.62M,-,35.12,-1.40%,24636,-,-,26.18,0.96,2.26,-,169.10%,-,71.70%,-,8.30%,22.44M,3.26M,0.60%,24.48%,79.10%,-0.13%,5.59%,8.7,20.97K,-7.21%,4.68%,2.36%,-2.25%,-5.26%,-10.41%,6.33%,6.17%,-,1.17,0.57%,-5.90%,-6.60%,-3.10%,-,-,0.00,0.02,-,-28.90%,-,Mar 09/a,1.30,2.45,-6.97%,-2.41%,-7.24%,-46.35%,44.35%,44.3,1.71%,-3.06%
ACA,2020-06-11,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,1.79B,16.36,39.27,-7.19%,473076,15.73,4.81,0.99,1.03,8.92,10.12,52.80%,2.46%,-6.30%,3.40%,-2.50%,47.80M,45.61M,1.30%,0.08%,88.70%,-0.76%,2.15%,2.46,399.07K,-7.82%,19.40%,19.25%,-1.82%,9.14%,-11.85%,4.29%,3.96%,1.90,1.19,0.51%,5.00%,6.50%,6.30%,2.80,1.70,0.19,0.20,19.40%,8.90%,6.40%,Apr 28/a,-,1.9,2.95%,3.96%,1.02%,-17.93%,39.55%,49.8,-2.77%,-4.54%
ACAD,2020-06-11,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.07B,-,45.19,-3.89%,988657,-,-,19.29,11.00,10.85,-,17.50%,68.80%,-10.90%,25.00%,390.00%,155.37M,155.44M,0.10%,285.95%,99.30%,2.82%,7.41%,8.95,1.29M,-1.22%,-8.47%,27.69%,-2.30%,76.73%,5.63%,4.21%,5.00%,1.70,0.77,-,-34.50%,-39.40%,-35.40%,7.30,7.20,0.00,0.00,94.50%,-67.80%,-65.00%,May 07/a,1.79,2.31,-7.90%,-5.12%,5.61%,-15.85%,109.60%,40.13,-2.50%,-1.42%
ACAM,2020-06-11,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,383.13M,123.95,10.04,0.40%,38663,-,-,-,1.28,383.13,-,-,-,-,-,-,38.20M,30.56M,-,-,87.40%,10.05%,0.00%,0.01,198.95K,0.40%,0.65%,-0.89%,1.93%,-,0.50%,0.29%,0.39%,-,0.19,-,1.00%,1.00%,-,2.30,2.30,0.00,0.00,-,-,-,-,-,0.05,0.33%,0.97%,1.04%,-4.38%,5.68%,60.47,-0.10%,0.50%
ACB,2020-06-11,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.45B,59.77,12.91,-9.66%,5286532,-,-,-,3.75,-,-,-,-,-,-,-,112.57M,-,2.90%,0.00%,12.27%,-,-,2.19,9.72M,-9.28%,99.85%,53.67%,-57.31%,-86.12%,-50.19%,8.34%,15.96%,-,0.54,-,-,-,-,-,-,-,-,-,-,-,May 14/a,-,1.58,-7.06%,18.62%,-54.40%,-86.67%,143.58%,49.65,-4.16%,-5.74%
ACBI,2020-06-11,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,241.62M,10.67,11.14,-9.06%,108188,11.85,0.96,2.29,0.73,1.43,3.03,11.60%,24.01%,16.80%,11.10%,23.70%,21.69M,20.82M,3.10%,-0.81%,86.00%,-2.76%,1.09%,2.24,101.37K,-2.28%,5.59%,-18.92%,-40.90%,-34.93%,-39.29%,7.05%,6.22%,2.30,1.07,-,1.80%,14.10%,18.70%,-,-,0.15,0.15,-,75.20%,44.10%,Apr 23/a,1.10,0.83,-1.95%,-2.15%,-30.45%,-44.88%,25.31%,46.47,-2.79%,-6.45%
ACC,2020-06-11,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.87B,46.11,35.41,-6.25%,1384560,53.41,2.62,5.21,1.48,88.95,39.59,-28.40%,13.14%,1.50%,17.62%,5.10%,137.41M,136.86M,0.70%,1.05%,96.70%,0.45%,2.67%,1.87,1.95M,-6.30%,18.67%,1.64%,-26.20%,-24.92%,-24.71%,4.46%,5.14%,2.20,0.71,5.31%,1.40%,3.20%,3.00%,-,-,1.03,1.03,53.60%,23.70%,11.40%,Apr 20/a,1.06,1.95,5.12%,9.80%,-15.85%,-30.49%,75.91%,51.52,-0.37%,-5.90%
ACCO,2020-06-11,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,633.60M,5.69,6.6,-4.35%,874916,5.67,0.57,0.33,0.88,6.78,3.04,3.00%,83.02%,6.10%,10.00%,3.00%,96.00M,91.75M,2.90%,-2.44%,94.40%,-1.68%,5.29%,6.19,784.16K,-3.93%,14.58%,7.67%,-28.18%,-14.06%,-29.49%,5.12%,5.32%,-,1.12,3.94%,4.20%,15.20%,8.80%,1.60,1.00,1.19,1.29,31.90%,10.10%,5.90%,May 04/a,2.17,0.43,3.59%,8.54%,-19.28%,-42.00%,88.03%,51.79,1.38%,-5.65%
ACEL,2020-06-11,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,718.98M,-,9.3,-9.00%,272845,20.90,-,1.69,8.61,5.27,15.77,-177.70%,650.00%,-,-,-,79.01M,34.00M,6.60%,0.00%,57.60%,6.94%,3.79%,4.64,277.82K,-12.68%,19.23%,8.14%,-20.44%,-10.14%,-25.60%,7.28%,7.36%,2.00,0.98,-,-1.30%,-1.70%,1.60%,2.80,2.80,3.91,4.09,35.90%,2.90%,-1.40%,May 11/b,-,0.73,-1.37%,4.17%,-10.34%,-30.34%,78.16%,48.39,-6.34%,-2.84%
ACGL,2020-06-11,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,12.24B,9.69,30.3,-7.79%,2310622,11.98,-,1.84,1.16,13.87,5.13,124.20%,209.67%,14.10%,-1.39%,11.20%,403.89M,393.77M,1.40%,-4.42%,88.60%,-1.70%,0.84%,1.15,2.88M,-7.59%,28.12%,-1.24%,-26.38%,-13.53%,-29.35%,3.66%,4.94%,2.40,0.8,-,3.50%,12.40%,13.10%,-,-,0.22,0.22,-,18.70%,19.30%,May 04/a,0.77,1.62,4.84%,11.81%,-19.34%,-37.29%,44.77%,51.67,-2.45%,-5.48%
ACGLO,2020-06-11,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,10.07B,7.31,25.0,-1.86%,25739,-,-,1.54,0.97,-,-,-,-,-,-,-,402.94M,391.47M,-,-,27.65%,-,0.00%,0.38,40.40K,-1.07%,0.40%,8.65%,-2.15%,0.32%,-3.06%,1.16%,1.20%,-,0.64,5.44%,-,-,-,-,-,-,-,-,-,-,-,-,0.32,0.07%,2.73%,-0.93%,-7.06%,63.93%,49.98,-0.79%,-1.08%
ACGLP,2020-06-11,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.88B,7.17,24.53,-1.88%,43881,-,-,1.51,0.95,-,-,-,-,-,-,-,402.94M,391.47M,-,-,25.67%,-,0.00%,0.17,57.37K,-0.45%,2.21%,8.16%,-2.75%,1.53%,-3.73%,1.42%,1.18%,-,0.76,5.34%,-,-,-,-,-,-,-,-,-,-,-,-,0.31,1.99%,3.19%,-0.66%,-6.12%,52.08%,56.97,-1.49%,-0.40%
ACH,2020-06-11,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,5.43B,36.26,4.75,-5.75%,176167,-,-,0.20,0.42,3.43,10.77,8.10%,-,15.20%,-,6.00%,680.91M,429.49M,-,-,1.30%,-0.24%,0.01%,0.62,90.96K,-5.57%,-5.57%,-12.20%,-41.93%,-46.81%,-45.34%,2.80%,2.56%,-,1.94,-,0.30%,1.20%,3.70%,0.70,0.40,1.08,1.86,6.40%,3.40%,0.30%,-,1.01,0.19,-4.20%,-5.70%,-31.56%,-48.37%,3.26%,41.44,-2.46%,-3.37%
ACHC,2020-06-11,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.27B,20.09,25.81,-8.48%,796172,10.70,2.41,0.72,0.92,27.97,6.97,161.50%,27.22%,-3.80%,8.33%,25.30%,87.77M,87.12M,0.80%,0.00%,-,-3.74%,11.37%,8.61,1.15M,-10.51%,-1.26%,31.82%,-19.49%,-23.59%,-22.31%,5.96%,5.39%,2.30,0.69,-,1.70%,4.60%,5.20%,0.90,0.90,1.21,1.29,-,10.20%,3.60%,May 04/a,1.38,1.78,-7.29%,5.08%,-9.97%,-27.09%,132.73%,43.82,-3.55%,-5.11%
ACIA,2020-06-11,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.82B,69.68,67.24,-0.27%,346300,27.44,-,5.81,4.64,7.67,52.59,559.20%,9.77%,73.90%,-12.00%,26.00%,41.58M,38.77M,6.10%,-3.20%,83.10%,0.40%,10.73%,5.43,765.69K,-0.34%,-2.01%,2.88%,-0.15%,43.37%,-0.84%,0.99%,1.22%,2.80,0.45,-,5.90%,7.30%,3.90%,4.80,4.50,0.00,0.00,47.40%,4.40%,8.60%,-,0.93,0.75,-0.38%,-0.66%,0.70%,-2.73%,51.51%,46.15,-0.25%,-0.01%
ACIU,2020-06-11,AC Immune SA,Healthcare,Biotechnology,Switzerland,492.55M,-,6.75,-1.32%,112928,-,-,9.71,1.74,1.69,-,177.60%,19.10%,26.30%,-,29.70%,71.86M,37.44M,47.90%,0.00%,28.30%,5.58%,1.60%,4.93,121.42K,1.81%,-18.67%,36.92%,-19.26%,15.58%,-20.77%,4.75%,5.07%,1.70,0.93,-,-8.60%,-9.40%,16.20%,21.30,21.30,0.01,0.01,-,-47.40%,-53.40%,Apr 09/b,0.49,0.38,-6.76%,-8.32%,-3.67%,-33.43%,65.85%,40.45,0.60%,-1.90%
ACIW,2020-06-11,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,2.99B,44.97,25.77,-8.00%,707016,20.10,3.75,2.22,2.80,25.10,22.77,19.00%,69.58%,-0.50%,12.00%,4.40%,116.01M,113.40M,1.20%,2.24%,-,-0.14%,4.85%,5.95,925.00K,-7.17%,4.54%,1.68%,-28.93%,-21.38%,-31.98%,3.42%,4.32%,1.80,0.76,-,2.10%,6.40%,4.70%,1.40,1.40,1.24,1.27,50.30%,9.70%,5.10%,May 07/b,1.34,1.28,-3.71%,-0.44%,-16.91%,-34.54%,28.66%,44.31,-4.27%,-3.89%
