Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
ACER,2020-03-31,45,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,23.98M,-,1.99,5.29%,34220
ACES,2020-03-31,46,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,-,-,28.71,0.65%,35961
ACGL,2020-03-31,47,Arch Capital Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,11.81B,7.34,28.46,-6.81%,5587108
ACGLO,2020-03-31,48,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,8.97B,5.75,22.25,-1.02%,34719
ACGLP,2020-03-31,49,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,9.24B,5.93,22.94,1.64%,75537
ACH,2020-03-31,50,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.15B,64.94,5.0,0.20%,74370
ACHC,2020-03-31,51,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,1.63B,14.80,18.35,-0.49%,1647739
ACHV,2020-03-31,52,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,9.58M,-,0.33,5.66%,792193
ACIA,2020-03-31,53,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.80B,87.47,67.18,-0.87%,967617
ACIO,2020-03-31,54,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,-,-,24.01,5.96%,46105
ACIU,2020-03-31,55,AC Immune SA,Healthcare,Biotechnology,Switzerland,488.19M,9.09,6.91,-5.34%,153471
ACIW,2020-03-31,56,"ACI Worldwide, Inc.",Technology,Technical & System Software,USA,3.03B,43.12,24.15,2.29%,1438846
ACLS,2020-03-31,57,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,675.82M,36.47,18.31,0.33%,336739
ACM,2020-03-31,58,AECOM,Services,Technical Services,USA,4.88B,-,29.85,4.44%,5402549
ACMR,2020-03-31,59,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,565.85M,30.21,29.61,-1.27%,522614
ACN,2020-03-31,60,Accenture plc,Technology,Information Technology Services,Ireland,113.66B,21.21,163.26,-3.86%,2934271
ACNB,2020-03-31,61,ACNB Corporation,Financial,Regional - Southwest Banks,USA,306.00M,8.93,30.0,9.41%,35789
ACOR,2020-03-31,62,"Acorda Therapeutics, Inc.",Healthcare,Biotechnology,USA,47.80M,-,0.93,-5.24%,901943
ACP,2020-03-31,63,Aberdeen Income Credit Strategies Fund,Financial,Closed-End Fund - Debt,United Kingdom,128.13M,-,7.35,1.94%,146982
ACRE,2020-03-31,64,Ares Commercial Real Estate Corporation,Financial,Mortgage Investment,USA,192.50M,5.45,6.99,-2.10%,830297
ACRS,2020-03-31,65,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,44.73M,-,1.04,1.96%,249591
ACRX,2020-03-31,66,"AcelRx Pharmaceuticals, Inc.",Healthcare,Medical Appliances & Equipment,USA,98.58M,-,1.18,-7.09%,701414
ACSG,2020-03-31,67,Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF,Financial,Exchange Traded Fund,USA,-,-,21.92,-0.41%,511
ACSI,2020-03-31,68,American Customer Satisfaction ETF,Financial,Exchange Traded Fund,USA,-,-,28.0,-1.35%,1853
ACST,2020-03-31,69,Acasti Pharma Inc.,Healthcare,Biotechnology,Canada,34.23M,-,0.38,-3.58%,1048624
ACT,2020-03-31,70,AdvisorShares Vice ETF,Financial,Exchange Traded Fund,USA,-,-,19.01,0.26%,11313
ACTG,2020-03-31,71,Acacia Research Corporation,Services,Business Services,USA,118.79M,-,2.22,-3.90%,343995
ACTT,2020-03-31,72,Act II Global Acquisition Corp.,Conglomerates,Conglomerates,USA,296.10M,-,9.87,-0.30%,33950
ACTTU,2020-03-31,73,Act II Global Acquisition Corp.,Conglomerates,Conglomerates,USA,-,-,9.85,0.00%,0
ACU,2020-03-31,74,Acme United Corporation,Consumer Goods,Housewares & Accessories,USA,69.93M,12.76,20.27,0.60%,14151
ACV,2020-03-31,75,AllianzGI Diversified Income & Convertible Fund,Consumer Goods,Personal Products,USA,-,-,17.99,0.62%,76730
ACWF,2020-03-31,76,iShares Edge MSCI Multifactor Global ETF,Financial,Exchange Traded Fund,USA,-,-,23.95,-1.52%,45082
ACWI,2020-03-31,77,iShares MSCI ACWI ETF,Financial,Exchange Traded Fund,USA,-,-,62.57,-0.75%,9648294
ACWV,2020-03-31,78,iShares Edge MSCI Min Vol Global ETF,Financial,Exchange Traded Fund,USA,-,-,80.34,-1.96%,359391
ACWX,2020-03-31,79,iShares MSCI ACWI ex U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,37.65,0.08%,4745487
ACY,2020-03-31,80,AeroCentury Corp.,Services,Rental & Leasing Services,USA,1.86M,-,1.0,-21.26%,99527
ADAP,2020-03-31,81,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,355.04M,-,2.72,-1.09%,137861
ADBE,2020-03-31,82,Adobe Inc.,Technology,Application Software,USA,161.77B,48.18,318.24,-0.05%,6369498
ADC,2020-03-31,83,Agree Realty Corporation,Financial,Property Management,USA,2.81B,32.04,61.9,-3.01%,1942925
ADES,2020-03-31,84,"Advanced Emissions Solutions, Inc.",Industrial Goods,Pollution & Treatment Controls,USA,121.74M,3.38,6.57,-12.17%,223204
ADI,2020-03-31,85,"Analog Devices, Inc.",Technology,Semiconductor - Integrated Circuits,USA,34.48B,27.72,89.65,-1.45%,3372632
ADIL,2020-03-31,86,"Adial Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,12.82M,-,1.3,-2.99%,25037
ADM,2020-03-31,87,Archer-Daniels-Midland Company,Consumer Goods,Farm Products,USA,20.16B,14.01,35.18,-1.81%,3868159
ADMA,2020-03-31,88,"ADMA Biologics, Inc.",Healthcare,Biotechnology,USA,251.88M,-,2.88,0.35%,2041726
ADME,2020-03-31,89,Aptus Drawdown Managed Equity ETF,Financial,Exchange Traded Fund,USA,-,-,28.13,-1.81%,41420
ADMP,2020-03-31,90,Adamis Pharmaceuticals Corporation,Healthcare,Drug Delivery,USA,29.77M,-,0.36,-2.14%,558239
ADMS,2020-03-31,91,"Adamas Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,84.65M,-,2.89,4.71%,231867
ADNT,2020-03-31,92,Adient plc,Consumer Goods,Auto Parts,Ireland,1.08B,-,9.07,-2.99%,1805298
ADP,2020-03-31,93,"Automatic Data Processing, Inc.",Technology,Business Software & Services,USA,61.56B,24.16,136.68,-0.83%,3507444
ADPT,2020-03-31,94,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,3.62B,-,27.78,2.43%,731211
ADRE,2020-03-31,95,Invesco BLDRS Emerging Markets 50 ADR Index Fund,Financial,Exchange Traded Fund,USA,-,-,33.42,0.78%,4212
ADRO,2020-03-31,96,"Aduro BioTech, Inc.",Healthcare,Biotechnology,USA,237.78M,-,2.74,8.73%,387071
ADS,2020-03-31,97,Alliance Data Systems Corporation,Services,Business Services,USA,1.65B,3.12,33.65,-1.90%,1269967
ADSK,2020-03-31,98,"Autodesk, Inc.",Technology,Technical & System Software,USA,38.94B,162.60,156.1,0.12%,3641299
ADSW,2020-03-31,99,"Advanced Disposal Services, Inc.",Industrial Goods,Waste Management,USA,2.95B,-,32.8,0.06%,1086051
ADT,2020-03-31,100,ADT Inc.,Services,Security & Protection Services,USA,3.25B,-,4.32,-0.46%,1756938
ADTN,2020-03-31,101,"ADTRAN, Inc.",Technology,Communication Equipment,USA,368.14M,-,7.68,-4.36%,559031
ADUS,2020-03-31,102,Addus HomeCare Corporation,Healthcare,Home Health Care,USA,1.10B,44.89,67.6,-2.04%,266802
ADVM,2020-03-31,103,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,823.42M,-,9.77,-11.10%,1436215
ADX,2020-03-31,104,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.33B,2.86,12.59,-1.02%,712790
ADXS,2020-03-31,105,"Advaxis, Inc.",Healthcare,Biotechnology,USA,33.66M,-,0.53,-2.25%,783487
AE,2020-03-31,106,"Adams Resources & Energy, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,90.48M,12.11,23.5,-10.41%,3715
AEE,2020-03-31,107,Ameren Corporation,Utilities,Electric Utilities,USA,17.91B,21.74,72.83,-6.83%,2532462
AEF,2020-03-31,108,"Aberdeen Emerging Markets Equity Income Fund, Inc.",Financial,Asset Management,United Kingdom,309.29M,-,5.18,1.77%,152418
AEG,2020-03-31,109,Aegon N.V.,Financial,Life Insurance,Netherlands,5.29B,3.23,2.49,-4.96%,2410299
AEGN,2020-03-31,110,Aegion Corporation,Industrial Goods,Heavy Construction,USA,585.24M,-,17.93,10.20%,273836
AEHR,2020-03-31,111,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,USA,36.27M,-,1.67,1.21%,88059
AEIS,2020-03-31,112,"Advanced Energy Industries, Inc.",Technology,Diversified Electronics,USA,2.05B,33.05,48.49,-3.33%,375599
AEL,2020-03-31,113,American Equity Investment Life Holding Company,Financial,Life Insurance,USA,1.88B,7.03,18.8,-5.05%,1009013
AEM,2020-03-31,114,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,10.11B,20.20,39.79,-0.77%,1801692
AEMD,2020-03-31,115,"Aethlon Medical, Inc.",Healthcare,Medical Appliances & Equipment,USA,13.09M,-,1.52,-3.18%,190796
AEO,2020-03-31,116,"American Eagle Outfitters, Inc.",Services,Apparel Stores,USA,1.41B,7.10,7.95,-2.45%,5110098
AEP,2020-03-31,117,"American Electric Power Company, Inc.",Utilities,Electric Utilities,USA,38.82B,20.61,79.98,-4.46%,6162850
AER,2020-03-31,118,AerCap Holdings N.V.,Services,"Air Services, Other",Netherlands,3.50B,2.70,22.79,0.04%,1945896
AERI,2020-03-31,119,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,USA,648.41M,-,13.5,0.07%,625346
AES,2020-03-31,120,The AES Corporation,Utilities,Electric Utilities,USA,9.07B,30.02,13.6,-0.44%,6780958
AESE,2020-03-31,121,Allied Esports Entertainment Inc.,Conglomerates,Conglomerates,USA,37.27M,-,1.57,-17.37%,29718
AESR,2020-03-31,122,Anfield U.S. Equity Sector Rotation ETF,Financial,Exchange Traded Fund,USA,-,-,8.32,-0.60%,32874
AEY,2020-03-31,123,"ADDvantage Technologies Group, Inc.",Services,Electronics Wholesale,USA,22.44M,-,2.2,-9.47%,52455
AEZS,2020-03-31,124,Aeterna Zentaris Inc.,Healthcare,Biotechnology,Canada,12.01M,-,0.51,1.75%,118652
AFB,2020-03-31,125,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,366.50M,6.76,12.75,-1.54%,82358
AFG,2020-03-31,126,"American Financial Group, Inc.",Financial,Property & Casualty Insurance,USA,6.41B,7.11,70.08,-2.07%,668190
AFH,2020-03-31,127,"Atlas Financial Holdings, Inc.",Financial,Property & Casualty Insurance,USA,3.84M,-,0.34,-10.50%,130261
AFI,2020-03-31,128,"Armstrong Flooring, Inc.",Industrial Goods,General Building Materials,USA,35.11M,-,1.43,-14.37%,186091
AFIF,2020-03-31,129,Anfield Universal Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,9.69,-0.41%,1438
AFIN,2020-03-31,130,"American Finance Trust, Inc.",Financial,REIT - Diversified,USA,675.13M,-,6.25,-8.63%,1381177
AFINP,2020-03-31,131,"American Finance Trust, Inc.",Financial,REIT - Diversified,USA,-,-,17.87,0.68%,38066
AFK,2020-03-31,132,VanEck Vectors Africa Index ETF,Financial,Exchange Traded Fund,USA,-,-,12.64,3.18%,24949
AFL,2020-03-31,133,Aflac Incorporated,Financial,Accident & Health Insurance,USA,25.00B,7.74,34.24,-5.57%,7233070
AFLG,2020-03-31,134,First Trust Active Factor Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,15.82,-1.89%,976
AFMC,2020-03-31,135,First Trust Active Factor Mid Cap ETF,Financial,Exchange Traded Fund,USA,-,-,14.38,0.00%,0
AFMD,2020-03-31,136,Affimed N.V.,Healthcare,Biotechnology,Germany,121.23M,-,1.58,-1.86%,1043310
AFSM,2020-03-31,137,First Trust Active Factor Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,13.42,0.00%,0
AFT,2020-03-31,138,Apollo Senior Floating Rate Fund Inc.,Financial,Asset Management,USA,180.80M,6.44,11.61,2.20%,212893
AFTY,2020-03-31,139,Pacer CSOP FTSE China A50 ETF,Financial,Exchange Traded Fund,USA,-,-,14.93,-1.04%,7946
AFYA,2020-03-31,140,Afya Limited,Services,Education & Training Services,Brazil,1.72B,19.49,19.06,-3.25%,409136
AG,2020-03-31,141,First Majestic Silver Corp.,Basic Materials,Silver,Canada,1.27B,-,6.19,-3.13%,3516370
AGCO,2020-03-31,142,AGCO Corporation,Industrial Goods,Farm & Construction Machinery,USA,3.66B,36.15,47.25,-0.08%,826480
AGD,2020-03-31,143,Aberdeen Global Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,92.11M,6.59,7.34,-1.74%,62607
AGE,2020-03-31,144,"AgeX Therapeutics, Inc.",Healthcare,Biotechnology,USA,48.45M,-,0.93,0.00%,112011
AGEN,2020-03-31,145,Agenus Inc.,Healthcare,Biotechnology,USA,411.09M,-,2.45,2.08%,1102603
AGFS,2020-03-31,146,"AgroFresh Solutions, Inc.",Conglomerates,Conglomerates,USA,84.41M,-,1.64,1.23%,24319
AGG,2020-03-31,147,iShares Core U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,115.37,-0.27%,13933572
AGGP,2020-03-31,148,IQ Enhanced Core Plus Bond U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,19.97,-0.03%,6047
AGGY,2020-03-31,149,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,51.65,-0.17%,226924
AGI,2020-03-31,150,Alamos Gold Inc.,Basic Materials,Gold,Canada,1.96B,20.83,5.0,-1.19%,2414987
AGIO,2020-03-31,151,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.62B,-,35.48,0.23%,692953
AGLE,2020-03-31,152,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,USA,149.26M,-,4.66,-0.43%,56278
AGM,2020-03-31,153,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,613.60M,6.40,55.63,2.07%,68847
AGM-A,2020-03-31,154,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,49.44M,5.52,47.96,-8.26%,186
AGMH,2020-03-31,155,AGM Group Holdings Inc.,Technology,Application Software,Hong Kong,336.45M,-,15.44,1.31%,2839
AGN,2020-03-31,156,Allergan plc,Healthcare,Drugs - Generic,USA,59.12B,-,177.1,0.45%,4535808
AGNC,2020-03-31,157,AGNC Investment Corp.,Financial,Mortgage Investment,USA,5.85B,9.21,10.58,-9.42%,20315479
AGNCM,2020-03-31,158,AGNC Investment Corp.,Financial,Mortgage Investment,USA,8.98B,16.20,18.79,-4.18%,69923
AGNCN,2020-03-31,159,AGNC Investment Corp.,Financial,Mortgage Investment,USA,9.29B,16.77,19.45,-3.76%,181055
AGNCO,2020-03-31,160,AGNC Investment Corp.,Financial,Mortgage Investment,USA,-,15.95,18.5,-4.64%,305416
AGND,2020-03-31,161,WisdomTree Negative Duration U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,37.09,-0.99%,7
AGO,2020-03-31,162,Assured Guaranty Ltd.,Financial,Surety & Title Insurance,Bermuda,2.69B,6.39,25.79,-9.95%,876446
AGQ,2020-03-31,163,ProShares Ultra Silver,Financial,Exchange Traded Fund,USA,-,-,18.44,-0.86%,140690
AGR,2020-03-31,164,"Avangrid, Inc.",Utilities,Gas Utilities,USA,13.97B,19.36,43.78,-2.10%,568088
AGRO,2020-03-31,165,Adecoagro S.A.,Consumer Goods,Farm Products,Luxembourg,457.70M,-,3.89,0.00%,861682
AGRX,2020-03-31,166,"Agile Therapeutics, Inc.",Healthcare,Drugs - Generic,USA,158.79M,-,1.86,-13.49%,2195482
AGS,2020-03-31,167,"PlayAGS, Inc.",Services,Gaming Activities,USA,97.49M,-,2.65,-3.64%,332867
AGT,2020-03-31,168,iShares MSCI Argentina and Global Exposure ETF,Financial,Exchange Traded Fund,USA,-,-,14.07,3.62%,7209
AGTC,2020-03-31,169,Applied Genetic Technologies Corporation,Healthcare,Biotechnology,USA,87.87M,-,3.28,0.00%,176390
AGX,2020-03-31,170,"Argan, Inc.",Industrial Goods,Heavy Construction,USA,569.02M,-,34.57,-1.90%,182186
AGYS,2020-03-31,171,"Agilysys, Inc.",Technology,Application Software,USA,423.68M,-,16.7,6.03%,273802
AGZ,2020-03-31,172,iShares Agency Bond ETF,Financial,Exchange Traded Fund,USA,-,-,120.56,0.11%,28426
AGZD,2020-03-31,173,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,46.07,-0.25%,6083
AHC,2020-03-31,174,A.H. Belo Corporation,Services,Publishing - Newspapers,USA,37.96M,-,1.72,4.88%,98630
AHCO,2020-03-31,175,AdaptHealth Corp.,Healthcare,Medical Appliances & Equipment,USA,1.15B,-,16.0,1.78%,32090
AHH,2020-03-31,176,"Armada Hoffler Properties, Inc.",Financial,REIT - Diversified,USA,610.54M,26.35,10.7,4.90%,750245
AHPI,2020-03-31,177,"Allied Healthcare Products, Inc.",Healthcare,Medical Appliances & Equipment,USA,67.59M,-,17.51,-4.58%,329297
AHT,2020-03-31,178,"Ashford Hospitality Trust, Inc.",Financial,REIT - Hotel/Motel,USA,82.49M,-,0.74,-5.80%,1476871
AI,2020-03-31,179,Arlington Asset Investment Corp.,Financial,Mortgage Investment,USA,103.08M,6.40,2.19,-0.45%,536604
AIA,2020-03-31,180,iShares Asia 50 ETF,Financial,Exchange Traded Fund,USA,-,-,55.71,-0.50%,44747
AIEQ,2020-03-31,181,AI Powered Equity ETF,Financial,Exchange Traded Fund,USA,-,-,22.41,-1.01%,11303
AIF,2020-03-31,182,Apollo Tactical Income Fund Inc.,Financial,Asset Management,USA,163.88M,5.60,11.33,-0.61%,123052
AIG,2020-03-31,183,"American International Group, Inc.",Financial,Property & Casualty Insurance,USA,22.84B,6.58,24.25,-5.68%,9497927
AIH,2020-03-31,184,Aesthetic Medical International Holdings Group Limited,Healthcare,Specialized Health Services,China,216.32M,-,9.07,8.62%,116807
AIHS,2020-03-31,185,Senmiao Technology Limited,Financial,Credit Services,China,14.05M,-,0.44,11.29%,155153
AIIQ,2020-03-31,186,AI Powered International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,20.22,-0.33%,306
AIKI,2020-03-31,187,AIkido Pharma Inc.,Healthcare,Biotechnology,USA,7.24M,-,0.51,-7.57%,1321570
AIM,2020-03-31,188,AIM ImmunoTech Inc.,Healthcare,Drug Manufacturers - Other,USA,65.77M,-,2.56,-3.76%,11975305
AIMC,2020-03-31,189,Altra Industrial Motion Corp.,Industrial Goods,Industrial Electrical Equipment,USA,1.31B,8.87,17.49,0.81%,659503
AIMT,2020-03-31,190,"Aimmune Therapeutics, Inc.",Healthcare,Biotechnology,USA,968.74M,-,14.42,-0.89%,1413928
AIN,2020-03-31,191,Albany International Corp.,Industrial Goods,Textile Industrial,USA,1.53B,11.56,47.33,-2.09%,222712
AINC,2020-03-31,192,Ashford Inc.,Financial,Asset Management,USA,12.48M,-,5.75,-10.99%,6594
AINV,2020-03-31,193,Apollo Investment Corporation,Financial,Asset Management,USA,502.88M,7.36,6.75,-6.51%,1333542
AIQ,2020-03-31,194,Global X Future Analytics Tech ETF,Financial,Exchange Traded Fund,USA,-,-,15.59,-0.70%,8913
AIR,2020-03-31,195,AAR Corp.,Industrial Goods,Aerospace/Defense Products & Services,USA,691.40M,9.19,17.76,-1.82%,392980
AIRG,2020-03-31,196,"Airgain, Inc.",Technology,Communication Equipment,USA,77.00M,81.21,7.39,6.64%,73957
AIRI,2020-03-31,197,Air Industries Group,Industrial Goods,Aerospace/Defense Products & Services,USA,32.51M,-,1.06,3.92%,164704
AIRR,2020-03-31,198,First Trust RBA American Industrial RenaissanceTM ETF,Financial,Exchange Traded Fund,USA,-,-,19.98,2.37%,10926
AIRT,2020-03-31,199,"Air T, Inc.",Services,Air Delivery & Freight Services,USA,38.28M,23.38,12.51,0.44%,1735
AIT,2020-03-31,200,"Applied Industrial Technologies, Inc.",Services,Industrial Equipment Wholesale,USA,1.99B,11.98,45.72,2.05%,259691
AIV,2020-03-31,201,Apartment Investment and Management Company,Financial,REIT - Residential,USA,5.22B,11.02,35.15,1.06%,3086582
AIZ,2020-03-31,202,"Assurant, Inc.",Financial,Accident & Health Insurance,USA,6.27B,18.56,104.09,-3.02%,737842
AIZP,2020-03-31,203,"Assurant, Inc.",Financial,Insurance Brokers,USA,6.61B,18.23,106.48,-2.21%,550
AJG,2020-03-31,204,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,15.57B,23.08,81.51,-2.05%,1681016
AJRD,2020-03-31,205,"Aerojet Rocketdyne Holdings, Inc.",Industrial Goods,Aerospace/Defense - Major Diversified,USA,3.45B,24.62,41.83,-3.04%,560231
AJX,2020-03-31,206,Great Ajax Corp.,Financial,Mortgage Investment,USA,156.90M,5.19,6.36,5.65%,319080
AJXA,2020-03-31,207,Great Ajax Corp. 7.25 CV SR NT 24,Financial,Exchange Traded Fund,USA,-,-,18.79,-0.42%,8416
AKAM,2020-03-31,208,"Akamai Technologies, Inc.",Technology,Internet Information Providers,USA,15.43B,31.49,91.49,-2.87%,1727340
AKBA,2020-03-31,209,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.05B,-,7.58,-4.77%,1872223
